SSN,Char,Other_ID,Other_ID_2,Char_type,Source,Pyrolysis_Unit,Class,Feedstock,Temp.,Naphthalin (mg/kg),2-Methylnaphthalin,1-Methylnaphthalin,∑Naphthaline,Acenaphthylen,Acenaphthen,Fluoren,Phenanthren ,Anthracen,Fluoranthen,Pyren,Chrysen,Benzo(a)anthracen,Benzo(b+k)fluoranthen,Benzo(a)pyren,"Dibenzo(a,h)anthracen","Indeno(c,d)pyren","Benzo(g,h,i)perylen",∑ PAK nach EPA (mg/kg),Bulk Density (Mg/m-3),External_Surf_Area_N2_(m2/g),Surf_Area_(m2/g),pH,EC_(uS),Ash_avg,Fixed_Carbon_avg,volatile_mass,CEC_(mmol/kg),exchg_Ca_(mmol/kg),exchg_K_(mmol/kg),exchg_Mg_(mmol/kg),exchg_Na_(mmol/kg),exchg_P_(mmol/kg),Ca_(mg/kg),K_(mg/kg),Mg_(mg/kg),Na_(mg/kg),15N,Yield_(w/w),Moisture_105avg,labile_mass_avg,Fixed_Carbon_avg,Ash_Free_Mass_avg,Volatiles_ash_free_avg,C_tot_avg,N_tot_avg,C_tot_to_N_(w/w),Corg_(w/w),Cinorg,H_tot_(w/w),O_ult,Oc_[A_ Si_Fe],Oc_[Al_Si_Fe_Ca],Oc_[Al_Si_Fe_Cinorg],Oc_[Cinorg],mg_Al2O3_O_per_kg_char,mg_SiO2_O_per_kg_char,mg_Fe2O3_O_per_kg_char,mg-CaCO3-O/kg char,Corg_to_N_(w/w),Ctot_to_N_(mol_to_mol),Htot_to_Ctot_(molar),Oult_to_Ctot_(molar),Htot_to_Corg_(molar),Oult_to_Corg_(molar),Oc_[Al_Si_Fe]_to_Corg_(molar),Oc_[Al_Si_Fe_Ca]_to_Corg_(molar),Oc_[Al_Si_Fe_Cinorg]_to_to_Corg_(molar),Oc_[Cinorg]_to_Corg_(molar),pHKCl4.5_avg,P_avg_(mg/kg),S_avg_(mg/kg),Fe_avg_(mg/kg),Mn_avg_(mg/kg),Zn_avg_(mg/kg),Cu_avg_(mg/kg),Mo_avg_(mg/kg),B_avg_(mg/kg),Ni_avg_(mg/kg),Cr_avg_(mg/kg),Co_avg_(mg/kg),As_avg_(mg/kg),Cd_avg_(mg/kg),Pb_avg_(mg/kg),Al_avg_(mg/kg),Ba_avg_(mg/kg),Cd2_avg_(mg/kg),Fe2714_avg_(mg/kg),K4047_avg_(mg/kg),Se_avg_(mg/kg),Si_avg_(mg/kg),Sr_avg_(mg/kg),Ti_avg_(mg/kg),V_avg_(mg/kg),Y_avg_(mg/kg),BJH_Pore_Vol_(cc/g),DFT_Pore_Vol_(cc/g),Decomposition_36_month_perc_remaining,C Stability (%C),Dioxin/Furan (ng/kg i-TEQ),PCBs (ng/kg),Pore Diameter (nm)
WA078356,"FS V3, pattern 2, dry",115,"FS V3, Muster 2, trocken",,Martin_Luther,Rotary kiln,,,,3.3,0.05,0.05,3.3,1.3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.749782154,0.009,83.30912822,,,0.011,0.113,,,,,,,,,,101.373799,0.181125327,0.113213673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078357,"FS V3, wet",116,"FS V3, nass",,Martin_Luther,Rotary kiln,,,,0.3,0.3,0.2,2.7,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,2.3,,,657.3454,,,,,,,,,,,,,,,,,,,,,,,0.75649549,0.008,94.56193625,,,0.009,0.085,,,,,,,,,,105.4020142,0.136456342,0.084333762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.306956,,,,,1.8679
WA078358,"FS V3, dry pattern 3",117,"FS V3, trocken Muster 3",,Martin_Luther,Rotary kiln,,,,1.2,0.05,0.05,1.2,0.1,0.05,0.05,0.1,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1.5,,,400.3981,,,,,,,,,,,,,,,,,,,,,,,0.780876329,0.009,86.76403656,,,0.012,0.105,,,,,,,,,,103.7555124,0.19047801,0.101070255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.202734,,,,,2.02533
WA078359,"FS V3, dry, pattern 4",118,"FS V3, trocken, Muster 4",,Martin_Luther,Rotary kiln,,,,12.2,0.9,0.8,13.9,0.6,0.1,0.05,0.5,0.05,0.1,0.2,0.05,0.05,0.05,0.05,0.05,0.05,0.05,13.7,,,450.2825,,,,,,,,,,,,,,,,,,,,,,,0.730294609,0.008,91.28682613,,,0.011,0.1,,,,,,,,,,102.551274,0.188436463,0.102878687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.225734,,,,,2.00526
WA078360,"Charcoal (barbecue), company Landmann",201,"Holzkohle (Grillkohle), Firma Landmann",,Martin_Luther,Industrial,,,,3.8,0.3,0.3,4.4,0.05,0.05,0.05,0.2,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,4.1,,,246.7035,,,,,,,,,,,,,,,,,,,,,,,0.919494104,0.005,183.8988208,,,0.018,0.053,,,,,,,,,,211.8767314,0.22862037,0.042973408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.115873,,,,,1.87874
WA078361,"Charcoal tube Fam. Wiesner, Austria",202,"Holzkohle Rohr Fam. Wiesner, Österreich",,Martin_Luther,Charcoal stack,,,,5.9,1.3,0.9,8.1,0.05,0.2,0.4,8,0.7,2.2,5.8,0.7,0.3,0.3,0.1,0.05,0.05,0.05,25,,,74.9441,,,,,,,,,,,,,,,,,,,,,,,0.762357444,0.005,152.4714888,,,0.023,0.1,,,,,,,,,,175.9244317,0.365203978,0.098053389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036688,,,,,1.95814
WA078362,Biochar Eprida USA,203,Biochar Eprida USA,,Martin_Luther,Others,,,,0.9,0.7,0.5,2.1,0.05,0.05,0.05,1,0.2,0.2,0.4,0.05,0.05,0.05,0.05,0.05,0.05,0.05,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.700704523,0.018,38.92802906,,,0.033,0.142,,,,,,,,,,46.6159277,0.559471911,0.151509593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078363,Pyreg coal new,210,Pyreg-Kohle neu,,Martin_Luther,Pyreg,,,,12,0.2,0.2,12,0.3,0.05,0.05,0.6,0.05,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,13,,,319.2309,,,,,,,,,,,,,,,,,,,,,,,0.974915451,0.011,88.62867736,,,0.01,0.075,,,,,,,,,,106.6896985,0.127155545,0.057822454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.158875,,,,,1.9907
WA078364,Pyreg char from corn silage,212,Pyreg-Kohle aus Maissilage,,Martin_Luther,Pyreg,crop waste,Corn,,1.4,0.5,0.4,2.3,1.4,0.2,0.1,1.9,0.3,0.3,0.2,0.05,0.05,0.05,0.05,0.05,0.05,0.05,5.8,,,8.7849,,,,,,,,,,,,,,,,,,,,,,,0.707350536,0.016,44.2094085,,,0.027,0.142,,,,,,,,,,50.4276166,0.455737118,0.150043102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004052,,,,,1.84494
WA078365,Charcoal from walnut shells,213,Kohle aus Walnußschalen,,Martin_Luther,Others,woody biomass,Walnut,,3.1,0.5,0.05,3.6,0.3,0.05,0.05,1,0.2,0.3,0,3,0.05,0.05,0.05,0.05,0.05,0.05,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.818317785,0.008,102.2897231,,,0.028,0.1,,,,,,,,,,124.5432548,0.408162826,0.091880579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078366,Charcoal from Jerusalem artichokes,214,Kohle aus Topinamburstengeln,,Martin_Luther,Others,crop waste,Artichoke,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,0.72107208,0.005,144.214416,,,0.031,0.139,,,,,,,,,,166.3939208,0.519121826,0.144729298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078367,gel charcoal coke,215,Holzkohlekoks,,Martin_Luther,Wood gasifier,,,,5,2.5,1.6,9.1,0.3,2,1.9,4.8,1.2,2.2,1.6,1,0.9,1.4,0.7,0.2,0.4,0.4,24,,,,,,,,,,,,,,,,,,,,,,,,,,0.849370036,0.003,283.1233453,,,0.008,0.027,,,,,,,,,,333.0733734,0.111432464,0.024165063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078368,HTC Claudia,219,HTC Claudia,,Martin_Luther,,,,,,,,,,,,,,,,,,,,,,,,,,6.9893,,,,,,,,,,,,,,,,,,,,,,,0.555960086,0.007,79.42286943,,,0.049,0.273,,,,,,,,,,97.4402552,1.062979099,0.367739241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002907,,,,,1.66362
WA078369,B-0 (Jie for Costanza),221,B-0 (Jie für Costanza),,Martin_Luther,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.751198673,0.011,68.29078845,,,0.034,0.128,,,,,,,,,,81.8597253,0.537023235,0.127352863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078370,S-00 (Jie for Costanza),222,S-00 (Jie für Costanza),,Martin_Luther,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.749433337,0.014,53.53095264,,,0.031,0.131,,,,,,,,,,64.1541458,0.502113393,0.131337935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078371,Sonja for Costanza,223,Sonja für Costanza,,Martin_Luther,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.719290419,0.009,79.92115767,,,0.018,0.112,,,,,,,,,,93.4712558,0.29895183,0.1164657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078372,Coal from Daniel =212,224,Kohle von Daniel =212,,Martin_Luther,,,,,,,,,,,,,,,,,,,,,,,,,,5.2971,,,,,,,,,,,,,,,,,,,,,,,0.632024116,0.015,42.13494107,,,0.03,0.17,,,,,,,,,,48.9682662,0.568751527,0.201700499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002477,,,,,1.87034
WA078373,Sewage sludge 550,SS550,,,Eidenburg,,manure,Sewage,550,,,,,,,,,,,,,,,,,,,3.76,,,,8.17,8170,0.5889,,0.2137,,,,,,,,3400,,,,0.4016,0.0248,,,,,0.2953,0.0375,7.874666667,,,0.0133,0.065,,,,,,,,,,9.183286654,0.54,0.17,,,,,,,,22900,,,,835.69,255.22,5.59,,57.19,275.69,11.58,0.36,11.69,201.19,,,,,,0.7,,,,,,,,,0.844,3.1,0.13,
WA078374,Sewage sludge 700,SS700,,,Eidenburg,,manure,Sewage,700,,,,,,,,,,,,,,,,,,,1.4,,,,9.6,9600,0.6391,,0.1641,,,,,,,,4200,,,,0.2602,0.0169,,,,,0.2955,0.0379,7.796833773,,,0.0083,0.0275,,,,,,,,,,9.092519412,0.34,0.07,,,,,,,,25000,,,,896.21,296.63,4.67,,66.25,292.72,12.68,0.36,12.36,195.93,,,,,,0.7,,,,,,,,,0.9644,0.36,0.051,
WA078375,Wheat straw 550,WSP550,,,Eidenburg,,crop waste,Wheat,550,,,,,,,,,,,,,,,,,,,0.4,,,26.4,9.94,9940,0.2125,,0.1055,,,,,,,,15600,,,,0.2411,0.0188,,,,,0.6826,0.0139,49.10791367,,,0.021,0.0692,,,,,,,,,,57.26871591,0.37,0.08,,,,,,,,1400,,,,10.5,3.63,0.84,,1,,1.54,1.16,3.15,,,,,,,0.7,,,,,,,,,0.9651,4.3,0.013,
WA078376,Wheat straw 700,WSP700,,,Eidenburg,,crop waste,Whear,700,,,,,,,,,,,,,,,,,,,0.055,,,23.2,10.03,10030,0.2382,,0.0738,,,,,,,,14700,,,,0.2354,0.0217,,,,,0.6904,0.0132,52.3030303,,,0.0118,0.053,,,,,,,,,,60.99480022,0.2,0.06,,,,,,,,2500,,,,12.04,4.68,3.26,,2.5,4.45,1.58,1.26,1.27,,,,,,,0.7,,,,,,,,,1.0097,1.8,0.001,
WA078377,Mixed Softwood Pelletes 550,SWP550,,,Eidenburg,,woody biomass,Softwood,550,,,,,,,,,,,,,,,,,,,4.39,,,26.4,7.91,7910,0.0125,,0.142,,,,,,,,2500,,,,0.2411,0.0152,,,,,0.8552,0.001,855.2,,,0.0277,0.1036,,,,,,,,,,997.3179918,0.39,0.09,,,,,,,,600,,,,25.71,19.41,3.36,,3.3,34.57,1.04,0.09,3.48,,,,,,,5.68,,,,,,,,,0.6962,0.02,0.17,
WA078378,Mixed Softwood Pelletes 700,SWP700,,,Eidenburg,,woody biomass,Softwood,700,,,,,,,,,,,,,,,,,,,0.18,,,162.3,8.44,8440,0.0189,,0.0666,,,,,,,,2800,,,,0.1734,0.01,,,,,0.9021,0.001,902.1,,,0.0183,0.0602,,,,,,,,,,1052.011881,0.24,0.05,,,,,,,,700,,,,99.6,9.66,38.54,,74.07,123.35,4.37,0.61,8.16,,,,,,,0.7,,,,,,,,,0.9727,3.3,0.17,
WA078379,Rice Husk 550 ,RH550,,,Eidenburg,,crop waste,Rice,550,,,,,,,,,,,,,,,,,,,0.21,,,20.1,9.71,9710,0.4793,,0.0748,,,,,,,,3900,,,,0.372,0.0154,,,,,0.4869,0.0104,46.81730769,,,0.0124,0.0247,,,,,,,,,,54.59745474,0.28,0.04,,,,,,,,1000,,,,23.58,5.4,0.64,,3,4.99,2.94,0.26,17.84,,,,,,,0.7,,,,,,,,,0.9528,5.1,0,
WA078380,Rice Husk 700,RH700,,,Eidenburg,,crop waste,Rice,700,,,,,,,,,,,,,,,,,,,0.34,,,42,9.81,9810,0.4793,,0.0499,,,,,,,,6200,,,,0.3277,0.0149,,,,,0.4732,0.0085,55.67058824,,,0.0063,0.0206,,,,,,,,,,64.9219823,0.16,0.03,,,,,,,,1600,,,,36.17,26.93,0.67,,2.71,,4.59,0.36,19.97,,,,,,,0.7,,,,,,,,,1.0018,5.9,0,
WA078381,Oil Seed Rape Straw 550 ,OSR550,,,Eidenburg,,,Rapeseed,550,,,,,,,,,,,,,,,,,,,0.54,,,7.3,9.78,9780,0.195,,0.1638,,,,,,,,28600,,,,0.2887,0.0261,,,,,0.6885,0.0159,43.30188679,,,0.0182,0.0891,,,,,,,,,,50.49783767,0.32,0.1,,,,,,,,2900,,,,7.22,7.86,1.29,,2.49,,3.06,1.09,1.76,17.62,,,,,,0.7,,,,,,,,,0.9731,6.8,0.001,
WA078382,Oil Seed Rape Straw 700,OSR700,,,Eidenburg,,,Rapeseed,700,,,,,,,,,,,,,,,,,,,0.055,,,25.2,10.41,10410,0.2192,,0.1318,,,,,,,,29800,,,,0.2262,0.0363,,,,,0.6774,0.0126,53.76190476,,,0.0109,0.0784,,,,,,,,,,62.6961119,0.19,0.09,,,,,,,,2580,,,,8.8,13.78,1.68,,3.27,4.26,3.17,1.09,2.98,,,,,,,0.7,,,,,,,,,1.0417,4.5,0.001,
WA078383,Miscanthus Straw Pellet 550,MSP550,,,Eidenburg,,,Miscanthus,550,,,,,,,,,,,,,,,,,,,0.53,,,33.6,9.77,9770,0.1215,,0.1162,,,,,,,,9500,,,,0.2281,0.0183,,,,,0.7541,0.0078,96.67948718,,,0.0242,0.0924,,,,,,,,,,112.7457811,0.38,0.09,,,,,,,,1900,,,,63.4,26.64,7.9,,4.95,8.67,2.69,1.35,0.71,,,,,,,0.7,,,,,,,,,0.9492,2.7,0.04,
WA078384,Miscanthus Straw Pellet 700,MSP700,,,Eidenburg,,,Miscanthus,700,,,,,,,,,,,,,,,,,,,0.12,,,37.2,9.72,9720,0.1155,,0.0771,,,,,,,,26000,,,,0.2107,0.0223,,,,,0.7918,0.0103,76.87378641,,,0.0126,0.0699,,,,,,,,,,89.64874916,0.19,0.07,,,,,,,,7600,,,,44.54,5.88,22.63,,30.4,36.14,3.91,1.6,4.58,,,,,,,0.7,,,,,,,,,0.9893,3.9,0,
WA078385,Mixed Softwood Pelletes 700 1,SWP1 700,,,Eidenburg,,woody biomass,Softwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078386,Mixed Softwood Pelletes 550 1,SWP1 550,,,Eidenburg,,woody biomass,Softwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078387,Oil Seed Rape Straw 700 1 ,OSR1 700,,,Eidenburg,,,Rapeseed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078388,Sewage sludge 550 1,SS1 550,,,Eidenburg,,manure,Sewage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078389,Oil Seed Rape Straw 550 1,OSR1 550,,,Eidenburg,,,Rapeseed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078390,Sewage sludge 700 1,SS1 700,,,Eidenburg,,manure,Sewage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078391,(1) Buckwheat Husk + Potato Pulp pellets (550oC),,,,Bialystok ,,crop waste,,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078392,(1) Buckwheat Husk + Potato Pulp pellets (700oC),,,,Bialystok ,,crop waste,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078393,(10) Hazelnut + coffee pellets (550oC),,,,Bialystok ,,mixed ,,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078394,(10) Hazelnut + coffee pellets (700oC),,,,Bialystok ,,mixed ,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078395,(11) Hazelnut Shells Pellets (550oC),,,,Bialystok ,,woody biomass,Hazelnut,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078396,(11) Hazelnut Shells Pellets (700oC),,,,Bialystok ,,woody biomass,Hazelnut,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078397,(13) Hemp harl (550oC),,,,Bialystok ,,crop waste,Hemp,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078398,(13) Hemp harl (700oC),,,,Bialystok ,,crop waste,Hemp,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078399,(18) Buckwheat Husk + Potato Pulp (550oC),,,,Bialystok ,,crop waste,,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078400,(18) Buckwheat Husk + Potato Pulp (700oC),,,,Bialystok ,,crop waste,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078401,(19) Buckwheat Husk + Coffee (550oc),,,,Bialystok ,,crop waste,,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078402,(19) Buckwheat Husk + Coffee (700oc),,,,Bialystok ,,crop waste,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078403,(2) Buckwheat Husk + Coffee Pellets (550oC) ,,,,Bialystok ,,crop waste,,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078404,(20) Hemp harl + Potato Pupl (550oC),,,,Bialystok ,,crop waste,,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078405,(20) Hemp harl + Potato Pupl (700oC),,,,Bialystok ,,crop waste,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078406,(21B) Hemp Harl + Coffee (550oC),,,,Bialystok ,,crop waste,,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078407,(21B) Hemp Harl + Coffee (550oC),,,,Bialystok ,,crop waste,,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078408,(23) Miscanthus + Coffee 550oC,,,,Bialystok ,,mixed ,,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078409,(23) Miscanthus + Coffee 700oC,,,,Bialystok ,,mixed ,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078410,(25) Hazelnut Shells + 10% coffee (550),,,,Bialystok ,,mixed ,,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078411,(25) Hazelnut Shells + 10% coffee (700oC),,,,Bialystok ,,mixed ,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078412,(3) Hemp harl + Potato pulp pellets (550oC),,,,Bialystok ,,crop waste,,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078413,(3) Hemp harl + Potato pulp pellets (700oC),,,,Bialystok ,,crop waste,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078414,(4) Hemp Harl + Coffee Pellets (550oC),,,,Bialystok ,,crop waste,,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078415,(4) Hemp Harl + Coffee Pellets (7000oC),,,,Bialystok ,,crop waste,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078416,(5) Hemp Harl Pellets (550oC),,,,Bialystok ,,crop waste,Hemp,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078417,(5) Hemp Harl Pellets (700oC),,,,Bialystok ,,crop waste,Hemp,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078418,(6) Miscanthus + Potato pulp pellets (550oC),,,,Bialystok ,,mixed ,,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078419,(6) Miscanthus + Potato pulp pellets (700oC),,,,Bialystok ,,mixed ,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078420,(7) Miscanthus + Coffee Pellets (550oC),,,,Bialystok ,,mixed ,,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078421,(7) Miscanthus + Coffee Pellets (700oC),,,,Bialystok ,,mixed ,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078422,(8) Miscanthus Pellets (550oC),,,,Bialystok ,,grass,Miscanthus,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
